Disease,Patient_Description
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor sab, hotat jor 39°C, shorir bhainga porche, chokh lal hoya geche. Majhe majhe thanda gham hoy. Eida ki flu naki?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Galay khub byatha, kokhono kokhono nak bondh, matha bhari lage. Shorire jor nai, jor 38°C. Doctor, ekhon ki korbo?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Doctor sab, sordi-kashi, jor 38.5°C, matha bhari. Majhe majhe shash nite kosto. Amar ki hoise, bolen!"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Hotat sordi lagche, galay khuskhus, jor 39°C. Majhe majhe matha ghura. Ami khub osusth-e achi, doctor."
Flu_or_Influenza,"Amar nak dia pani jhortese, galay byatha, jor 38°C. Kokhono kokhono klanto lage. Eida ki sudha sordi, naki onno kichu?"
Flu_or_Influenza,"Shorir ekdom durbol, galay tibro byatha, kokhono kokhono jor 38.5°C. Majhe majhe nak bondh. Ami khub tension-e achi."
Flu_or_Influenza,"Amar galay byatha, jor 39°C, chokh lal hoya geche. Majhe majhe nak bondh. Ami khub osusth lagtesi."
Flu_or_Influenza,"Got tin din dhira jor 38°C, galay byatha, chokh lal. Majhe majhe thanda gham hoy. Ami ekhon ki korbo, doctor?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Hachi-kashi hoitese, nak bondh hoya geche. Kokhono kokhono shash nite ektu kosto hoy. Jor 38.5°C. Ami ekdom osusth!"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor bhai, got dui din dhira sordi-kashi, jor 38°C, matha bhari. Kokhono kokhono thanda gham hoy. Eida ki serious?"
Flu_or_Influenza,"Ami khub kahil lagtesi, nak bondh, jor 39.5°C. Kokhono kokhono galay byatha. Eida kotota gurutoro?"
Flu_or_Influenza,"Doctor bhai, dui din dhira sordi-kashi, galay jeno kanta futteche, jor 38°C. Chokh lal, matha bhari, khub kahil lage."
Flu_or_Influenza,"Doctor, ami khub klanto, majhe majhe halka jor 38.5°C, chokh lal. Kokhono kokhono shash nite osubidha. Eida ki hoise?"
Flu_or_Influenza,"Doctor, hotat sordi-kashi, jor 38.5°C. Kokhono kokhono shashkoshto ar matha ghura. Eida ki flu hote pare?"
Flu_or_Influenza,"Doctor sab, hachi-kashi, chokh lal, jor 39.5°C. Majhe majhe shash nite kosto hoy. Amar ki hoise, bolen to?"
