Disease,Patient_Description
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার নাক দিয়া পানি ঝরতেছে, গলায় ব্যথা, জ্বর ৩৮°C। কখনো কখনো ক্লান্ত লাগে। এইডা কি শুধা সর্দি, নাকি অন্য কিছু?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"শরীরটা একদম দুর্বল, গলায় তীব্র ব্যথা, কখনো কখনো জ্বর ৩৮.৫°C। মাঝেমধ্যে নাক বন্ধ। আমি খুব টেনশনে আছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার নাক দিয়া পানি ঝরতেছে, গলায় ব্যথা, জ্বর ৩৮°C। কখনো কখনো ক্লান্ত লাগে। এইডা কি শুধা সর্দি, নাকি অন্য কিছু?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, হঠাৎ সর্দি-কাশি, জ্বর ৩৮.৫°C। কখনো কখনো শ্বাসকষ্ট আর মাথা ঘোরা। এইডা কি ফ্লু হইতে পারে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, আমি খুব ক্লান্ত, মাঝেমধ্যে হালকা জ্বর ৩৮.৫°C, চোখ লাল। কখনো কখনো শ্বাস নিতে অসুবিধা। এইডা কী হইছে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার নাক দিয়া পানি ঝরতেছে, গলায় ব্যথা, জ্বর ৩৮°C। কখনো কখনো ক্লান্ত লাগে। এইডা কি শুধা সর্দি, নাকি অন্য কিছু?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমি খুব কাহিল লাগতেছি, নাক বন্ধ, জ্বর ৩৯.৫°C। কখনো কখনো গলায় ব্যথা। এইডা কতটা গুরুতর?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, হঠাৎ সর্দি-কাশি, জ্বর ৩৮.৫°C। কখনো কখনো শ্বাসকষ্ট আর মাথা ঘোরা। এইডা কি ফ্লু হইতে পারে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"শরীরটা একদম দুর্বল, গলায় তীব্র ব্যথা, কখনো কখনো জ্বর ৩৮.৫°C। মাঝেমধ্যে নাক বন্ধ। আমি খুব টেনশনে আছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, হঠাৎ সর্দি-কাশি, জ্বর ৩৮.৫°C। কখনো কখনো শ্বাসকষ্ট আর মাথা ঘোরা। এইডা কি ফ্লু হইতে পারে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, আমি খুব ক্লান্ত, মাঝেমধ্যে হালকা জ্বর ৩৮.৫°C, চোখ লাল। কখনো কখনো শ্বাস নিতে অসুবিধা। এইডা কী হইছে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"শরীরটা একদম দুর্বল, গলায় তীব্র ব্যথা, কখনো কখনো জ্বর ৩৮.৫°C। মাঝেমধ্যে নাক বন্ধ। আমি খুব টেনশনে আছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমি খুব কাহিল লাগতেছি, নাক বন্ধ, জ্বর ৩৯.৫°C। কখনো কখনো গলায় ব্যথা। এইডা কতটা গুরুতর?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"শরীরটা একদম দুর্বল, গলায় তীব্র ব্যথা, কখনো কখনো জ্বর ৩৮.৫°C। মাঝেমধ্যে নাক বন্ধ। আমি খুব টেনশনে আছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, হঠাৎ সর্দি-কাশি, জ্বর ৩৮.৫°C। কখনো কখনো শ্বাসকষ্ট আর মাথা ঘোরা। এইডা কি ফ্লু হইতে পারে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, আমি খুব ক্লান্ত, মাঝেমধ্যে হালকা জ্বর ৩৮.৫°C, চোখ লাল। কখনো কখনো শ্বাস নিতে অসুবিধা। এইডা কী হইছে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার নাক দিয়া পানি ঝরতেছে, গলায় ব্যথা, জ্বর ৩৮°C। কখনো কখনো ক্লান্ত লাগে। এইডা কি শুধা সর্দি, নাকি অন্য কিছু?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমি খুব কাহিল লাগতেছি, নাক বন্ধ, জ্বর ৩৯.৫°C। কখনো কখনো গলায় ব্যথা। এইডা কতটা গুরুতর?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমি খুব কাহিল লাগতেছি, নাক বন্ধ, জ্বর ৩৯.৫°C। কখনো কখনো গলায় ব্যথা। এইডা কতটা গুরুতর?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার নাক দিয়া পানি ঝরতেছে, গলায় ব্যথা, জ্বর ৩৮°C। কখনো কখনো ক্লান্ত লাগে। এইডা কি শুধা সর্দি, নাকি অন্য কিছু?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"শরীরটা একদম দুর্বল, গলায় তীব্র ব্যথা, কখনো কখনো জ্বর ৩৮.৫°C। মাঝেমধ্যে নাক বন্ধ। আমি খুব টেনশনে আছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, সর্দি-কাশি, জ্বর ৩৮.৫°C, মাথাটা ভারী। মাঝেমধ্যে শ্বাস নিতে কষ্ট। আমার কী হইছে, বলেন!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমি খুব কাহিল লাগতেছি, নাক বন্ধ, জ্বর ৩৯.৫°C। কখনো কখনো গলায় ব্যথা। এইডা কতটা গুরুতর?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গলায় খুব ব্যথা, কখনো কখনো নাক বন্ধ, মাথাটা ভারী লাগে। শরীরে জোর নাই, জ্বর ৩৮°C। ডাক্তার, এখন কী করব?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, আমি খুব ক্লান্ত, মাঝেমধ্যে হালকা জ্বর ৩৮.৫°C, চোখ লাল। কখনো কখনো শ্বাস নিতে অসুবিধা। এইডা কী হইছে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার, হঠাৎ সর্দি-কাশি, জ্বর ৩৮.৫°C। কখনো কখনো শ্বাসকষ্ট আর মাথা ঘোরা। এইডা কি ফ্লু হইতে পারে?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"আমার গলায় ব্যথা, জ্বর ৩৯°C, চোখ লাল হয়া গেছে। মাঝেমধ্যে নাক বন্ধ। আমি খুব অসুস্থ লাগতেছি।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হঠাৎ জ্বর ৩৯°C, শরীর ভাইঙ্গা পড়ছে, চোখ লাল হয়া গেছে। মাঝেমধ্যে ঠান্ডা ঘাম হয়। এইডা কি ফ্লু নাকি?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"গত তিন দিন ধইরা জ্বর ৩৮°C, গলায় ব্যথা, চোখ লাল। মাঝেমধ্যে ঠান্ডা ঘাম হয়। আমি এখন কী করব, ডাক্তার?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, গত দুই দিন ধইরা সর্দি-কাশি, জ্বর ৩৮°C, মাথা ভারী। কখনো কখনো ঠান্ডা ঘাম হয়। এইডা কি সিরিয়াস?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার সাব, হাঁচি-কাশি, চোখ লাল, জ্বর ৩৯.৫°C। মাঝেমধ্যে শ্বাস নিতে কষ্ট হয়। আমার কী হইছে, বলেন তো?"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হঠাৎ সর্দি লাগছে, গলায় খুসখুস, জ্বর ৩৯°C। মাঝেমধ্যে মাথা ঘুরায়। আমি খুব অস্বস্তিতে আছি, ডাক্তার।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"ডাক্তার ভাই, দুই দিন ধইরা সর্দি-কাশি, গলায় যেন কাঁটা ফুটতেছে, জ্বর ৩৮°C। চোখ লাল, মাথাটা ভারী, খুব কাহিল লাগে।"
ফ্লু_or_ইনফ্লুয়েঞ্জা,"হাঁচি-কাশি হইতেছে, নাক বন্ধ হয়া গেছে। কখনো কখনো শ্বাস নিতে একটু কষ্ট হয়। জ্বর ৩৮.৫°C। আমি তো একদম অসুস্থ!"
